~id,first_name,last_name,account_number,pg,component,value,created,amount,name,isFraud:bool,~label
14f14ea1edb54a438535f3cdbfa33f65,,,,,,,2021-01-02T23:09:14Z,381,,,Transaction
a384d220d6a745979562afdf2e802398,,,,,,,2021-01-16T22:43:33Z,499,,,Transaction
52309544372043c1860d9d07e794c1c6,,,,,,,2021-01-12T12:13:56Z,269,,,Transaction
375fcca2cefe4ff281d6cd39bbd2da57,,,,,,,2021-01-10T23:55:59Z,129,,,Transaction
87896fc96c2e4613a1499c6962c8f4f9,,,,,,,2021-01-12T06:41:02Z,85,,,Transaction
5dcab0dfe5d94f238c04257896aa53e2,,,,,,,2021-01-27T11:29:08Z,752,,,Transaction
f30ffa025a074dea9ad68b76efbaaf7d,,,,,,,2021-01-10T16:25:07Z,849,,,Transaction
f0b56fe854ea404ca99a891bffdf6cd2,,,,,,,2021-01-31T14:56:12Z,316,,,Transaction
37983e22a7a74bc29e40ab18b992ba1f,,,,,,,2021-01-03T06:39:41Z,945,,,Transaction
7cca1a5a085342e4bd2248c6d83c39ee,,,,,,,2021-01-25T19:40:00Z,268,,,Transaction
73f44b5b753145e4b362a8e4f95c8595,,,,,,,2021-01-10T08:06:00Z,11,,,Transaction
b06cf327be374416b942312de24cb507,,,,,,,2021-01-29T19:59:00Z,363,,,Transaction
05de9e994f624243b0457fdba2216b78,,,,,,,2021-01-11T19:07:38Z,102,,,Transaction
0c9bd5e6a69a4dc5a7c77823604d3fbe,,,,,,,2021-01-06T02:45:50Z,654,,,Transaction
c559c0c9bb28419ab4a60b52c3fbf22d,,,,,,,2021-01-12T12:23:42Z,358,,,Transaction
f53d22a723f5466aa6fb72569d4687a3,,,,,,,2021-01-08T16:16:31Z,822,,,Transaction
0c67ff79739045c7859c523a95e480e1,,,,,,,2021-01-11T16:40:51Z,282,,,Transaction
fcef3f13bc7a42faae9cf971d078f296,,,,,,,2021-01-17T01:38:31Z,90,,,Transaction
f6a965c72f124c89aa5b65b393931f31,,,,,,,2021-01-14T14:29:02Z,287,,,Transaction
18706982a8564a79ac15f7262849bdd9,,,,,,,2021-01-17T12:33:01Z,467,,,Transaction
a6a13c68dd654f7398591bbd65d4adc1,,,,,,,2021-01-14T23:16:58Z,10,,,Transaction
c6f0818282d64db7a07cf226cf543f8d,,,,,,,2021-01-10T14:26:31Z,809,,,Transaction
bd068bcecb5949a58b1ec5087e29f87e,,,,,,,2021-01-18T02:00:24Z,472,,,Transaction
52b746fa5cd74b68954d1c7093e02eaa,,,,,,,2021-01-26T15:02:10Z,158,,,Transaction
6ec6c9b257de4f4eb21154dd49720efd,,,,,,,2021-01-18T00:16:33Z,720,,,Transaction
c521fda6c18044ea926683850d92708b,,,,,,,2021-01-01T17:51:46Z,872,,,Transaction
a5ac0d7023df45dfa32095b6b3da0ab2,,,,,,,2021-01-19T17:12:30Z,386,,,Transaction
2af0ef2c783643e0bb15ec2bee7960a0,,,,,,,2021-01-17T23:16:56Z,34,,,Transaction
863e6c36e7c34c52a1e828ca47a04316,,,,,,,2021-01-06T12:13:29Z,883,,,Transaction
81ebaa75f58e421c92ce92d45090ea03,,,,,,,2021-01-29T19:15:38Z,378,,,Transaction
a5087d329e2e48fd9480f5aca65330d3,,,,,,,2021-01-23T21:09:25Z,642,,,Transaction
1d2e0c4b945b42bda08c5be4a2abe80d,,,,,,,2021-01-11T15:29:39Z,781,,,Transaction
a6942967807944abb12bfd62eab223a7,,,,,,,2021-01-04T11:45:49Z,339,,,Transaction
32caaa8e18be4cdfae0ac8ad9e8bdb16,,,,,,,2021-01-12T10:26:33Z,803,,,Transaction
1518f14f6c5f498da2bc016fa1552c07,,,,,,,2021-01-12T09:51:36Z,742,,,Transaction
272f0ff8cb554a9e918b8b9b487d8978,,,,,,,2021-01-04T21:25:33Z,91,,,Transaction
9ca3899bf9464af4850466a1fae0c8bd,,,,,,,2021-01-10T06:46:17Z,123,,,Transaction
e47706ce9dfc4264b736e9207166133f,,,,,,,2021-01-01T12:03:50Z,487,,,Transaction
4749737208be4e12951fd1679af9e6a8,,,,,,,2021-01-13T07:15:31Z,995,,,Transaction
e85374bdd8a449fda9203ecff3f1b095,,,,,,,2021-01-25T03:28:55Z,818,,,Transaction
b8ee580cedd54e4f9e98ed6125f22e5f,,,,,,,2021-01-08T22:04:02Z,173,,,Transaction
8a0267587706423aba95eab1812e99cd,,,,,,,2021-01-30T07:38:26Z,214,,,Transaction
4dbd80ecdb1441b9bcea1210d3f7c492,,,,,,,2021-01-05T22:34:59Z,592,,,Transaction
0574451750454780b9a5a1e53b2da4ea,,,,,,,2021-01-05T09:35:43Z,97,,,Transaction
15325cefa6ad4bb0be121cb0cbcc636f,,,,,,,2021-01-17T17:59:40Z,450,,,Transaction
7a283087c9d34291b65cc4b0c4a68d07,,,,,,,2021-01-21T01:13:45Z,614,,,Transaction
4f8381559aed4f05a0703c1d021d759d,,,,,,,2021-01-07T06:30:44Z,632,,,Transaction
5c704a07e4ae4ce0ada2d2a8fd641c56,,,,,,,2021-01-28T04:46:37Z,842,,,Transaction
2884d5cf3c0f4ee79473fac5871c7de4,,,,,,,2021-01-07T08:40:29Z,748,,,Transaction
4f308526de56473ab4587a02ec9390d9,,,,,,,2021-01-21T01:51:05Z,683,,,Transaction
45d4c25860134d6db52ec288855383d5,,,,,,,2021-01-26T15:27:59Z,127,,,Transaction
351d50ce08d74bf58c1d5d892ae0983d,,,,,,,2021-01-19T03:10:50Z,329,,,Transaction
2a048552abf3451d8a37fc38cea8a9df,,,,,,,2021-01-18T12:38:47Z,16,,,Transaction
c363612966bf48ccab36319a5c8da98d,,,,,,,2021-01-04T16:19:12Z,948,,,Transaction
7681a8dee1f94448be61b8a168115d27,,,,,,,2021-01-22T22:09:48Z,633,,,Transaction
7069e54ea971445e8bd97d08008b0890,,,,,,,2021-01-01T12:57:12Z,259,,,Transaction
415495fca55d488fb00635767d01e6de,,,,,,,2021-01-07T22:09:19Z,147,,,Transaction
57b839d1d4294be59c919a74fcf66096,,,,,,,2021-01-04T07:20:58Z,24,,,Transaction
9899777a7e9141d99c2564afdad9b1e0,,,,,,,2021-01-06T01:43:02Z,13,,,Transaction
885b0d7cd5f34f3484265eebb15d2c50,,,,,,,2021-01-15T15:17:48Z,778,,,Transaction
e5c5759c1c4e4c13bbc2bce56daf0b57,,,,,,,2021-01-26T23:58:36Z,586,,,Transaction
4e6d190e67a6497a8f8673b791aaf54a,,,,,,,2021-01-03T10:01:19Z,827,,,Transaction
ae49e937132340c191851cdf5a34959e,,,,,,,2021-01-22T05:46:09Z,779,,,Transaction
57eecdc8cc204c29859132b41840e55a,,,,,,,2021-01-06T06:34:37Z,205,,,Transaction
aec6ab686d8e4220ae5519222eace40d,,,,,,,2021-01-02T01:38:45Z,151,,,Transaction
7c9b7b5613784ec68a48cf01c21c76fd,,,,,,,2021-01-14T20:59:43Z,819,,,Transaction
032a4e62213c4bf48bc90408deffbe9c,,,,,,,2021-01-19T08:57:50Z,407,,,Transaction
18deb52068c44ed79f474bd7dac1e2b2,,,,,,,2021-01-05T15:06:06Z,330,,,Transaction
cb7e2b988b9641b9a6d0801d6f11b595,,,,,,,2021-01-18T01:26:55Z,787,,,Transaction
5387d765b37840539fcd70839b8021e3,,,,,,,2021-01-17T10:24:17Z,351,,,Transaction
2cd17bb8adf44e9ba207b56514e11b33,,,,,,,2021-01-15T15:14:38Z,394,,,Transaction
a319f9a1b7764f64a42cfe664ced44b2,,,,,,,2021-01-03T05:10:38Z,722,,,Transaction
59f3a60158544834ac8f2010c6c4cfb2,,,,,,,2021-01-11T17:48:25Z,309,,,Transaction
e47ab2fc34494d8c9d3fcb3df6b2edee,,,,,,,2021-01-03T20:25:07Z,337,,,Transaction
3526f470da5949f2ab59fa6c7e5af14d,,,,,,,2021-01-03T09:39:09Z,46,,,Transaction
d1774f2e7f30419cb92e37f0e92cc081,,,,,,,2021-01-20T13:03:09Z,32,,,Transaction
0a66223f3c544c21866792bb9836a526,,,,,,,2021-01-26T20:26:26Z,999,,,Transaction
d5020c5cdfd14432952a5917d568ff4c,,,,,,,2021-01-05T13:54:11Z,861,,,Transaction
e303cd1d81b5443cbf3a8a64fea19bc3,,,,,,,2021-01-15T20:03:19Z,247,,,Transaction
3d7ec202be664f5eb53489dee6d8e4b3,,,,,,,2021-01-31T03:16:22Z,272,,,Transaction
982a3f618d454558b1d3bea6c79d2e4f,,,,,,,2021-01-24T18:39:08Z,459,,,Transaction
b4ec39920db4450f8bc38546881d3d13,,,,,,,2021-01-24T00:08:35Z,318,,,Transaction
e0743aa6d3d449fc8da1220c0085d598,,,,,,,2021-01-16T12:46:27Z,642,,,Transaction
14bea144a5c64e28a4d01479c0c6666a,,,,,,,2021-01-23T02:42:05Z,989,,,Transaction
42914867c94c44a5b23dfa4ccad83ecf,,,,,,,2021-01-23T00:12:59Z,245,,,Transaction
0d0b2be792704a5fba3a86412e410152,,,,,,,2021-01-26T04:54:05Z,491,,,Transaction
c60d9cc37f2d42659a871289356b93eb,,,,,,,2021-01-29T20:58:07Z,564,,,Transaction
5508d89d48d545c0be13c5e23d576047,,,,,,,2021-01-09T07:40:30Z,729,,,Transaction
65f720b351bd48e49ed1ca655520927c,,,,,,,2021-01-04T12:38:18Z,277,,,Transaction
07ad60a8cd19444e8b1fc091d9ed6571,,,,,,,2021-01-11T07:28:59Z,224,,,Transaction
2be0cca641b04a709766b706c13f780c,,,,,,,2021-01-24T03:33:08Z,839,,,Transaction
e11255edcc9447efa0db9c2c3c793758,,,,,,,2021-01-05T10:04:43Z,756,,,Transaction
bf99c3af4ac9437ba41c6c9b09b5bc57,,,,,,,2021-01-24T20:23:36Z,749,,,Transaction
ae71fd6b59a34bf0a99514c3509f2430,,,,,,,2021-01-15T23:40:42Z,539,,,Transaction
4d2ae206e31e4754af782fa541fbcb96,,,,,,,2021-01-20T20:37:45Z,69,,,Transaction
d9063d32cde04399a319382006c8cc49,,,,,,,2021-01-30T23:46:25Z,614,,,Transaction
d147404f5278430e9ee54afdaeaabd08,,,,,,,2021-01-16T15:59:47Z,624,,,Transaction
ff78d840a9024700aef99b4824c9db3b,,,,,,,2021-01-03T22:42:23Z,206,,,Transaction
45eae43d5af44b6a8300a165b50387ea,,,,,,,2021-01-18T11:15:57Z,777,,,Transaction
7db7e98c1b294eca8d237c1f373c7a37,,,,,,,2021-01-03T07:45:04Z,607,,,Transaction
38fccc4747c5428abb2f375fbace517d,,,,,,,2021-01-28T04:10:39Z,590,,,Transaction
f11ab1b051b246a78b61f5bafe3dbe8d,,,,,,,2021-01-30T06:41:29Z,560,,,Transaction
357f1bbd6f3c43a1b6e71e28dcc81be5,,,,,,,2021-01-24T01:35:28Z,990,,,Transaction
2cd38091a00343c3a0acc9cdd92b88a8,,,,,,,2021-01-07T17:08:08Z,292,,,Transaction
ad58b6f2695d4e7da9f1aface4c02548,,,,,,,2021-01-03T05:33:47Z,718,,,Transaction
ec61c8871298499394b69cd31a5caa9c,,,,,,,2021-01-28T09:44:09Z,226,,,Transaction
caee751e56e5450cbf338697cecea142,,,,,,,2021-01-31T13:36:14Z,361,,,Transaction
d68397d94f474f75ab2ff7f66cee5033,,,,,,,2021-01-26T09:37:08Z,775,,,Transaction
8aa32d9ce6684e379446953b68e65f5c,,,,,,,2021-01-16T10:33:02Z,488,,,Transaction
fdf8ba76b3c1477a9291053defb22afc,,,,,,,2021-01-23T18:36:56Z,232,,,Transaction
d8a126cf4de74b838a555ad01e769418,,,,,,,2021-01-06T20:19:14Z,46,,,Transaction
6a5c220932e44b008e922fb1f9b4e6ad,,,,,,,2021-01-28T11:58:30Z,26,,,Transaction
5c3869f68d024c759550bbff32fdc9eb,,,,,,,2021-01-25T19:47:16Z,706,,,Transaction
050caa67240f4b0a88a2ddb31b88fd98,,,,,,,2021-01-06T11:16:15Z,715,,,Transaction
e41da17f6f9f4c99a83101797746396d,,,,,,,2021-01-28T14:00:49Z,176,,,Transaction
ecceff45541b4a3b8565d958be765b87,,,,,,,2021-01-18T08:19:41Z,138,,,Transaction
8d7983d69b0b487d998568a1af4ba394,,,,,,,2021-01-23T17:28:30Z,56,,,Transaction
bb076f8cff714699a43de8459a1cae20,,,,,,,2021-01-26T16:08:52Z,214,,,Transaction
2e37f99c3aa843549e78d3aaafc36848,,,,,,,2021-01-12T16:19:39Z,722,,,Transaction
372f9f475b104cea9c5813f1ecb97a52,,,,,,,2021-01-21T09:39:29Z,919,,,Transaction
fd912bec919f4c06b75247c73b721456,,,,,,,2021-01-11T08:45:01Z,320,,,Transaction
daa76312d2b443ffa1b1319caa6df964,,,,,,,2021-01-19T01:49:02Z,637,,,Transaction
fd8e3e67e3ed4318a65775e9eb1d6d38,,,,,,,2021-01-25T13:05:04Z,772,,,Transaction
1f24aad6cd984bed972efa786d5bae13,,,,,,,2021-01-20T15:42:31Z,764,,,Transaction
a300c5ab94ef410abc63215f8e24ae56,,,,,,,2021-01-17T03:31:30Z,891,,,Transaction
c0506f6cce2d48dfa3926391b45fb1fb,,,,,,,2021-01-20T13:39:47Z,325,,,Transaction
60478871eec4454387a13c0f5bd95ca2,,,,,,,2021-01-03T02:51:07Z,180,,,Transaction
df4a797863fa41f3bc9930762bcfba3c,,,,,,,2021-01-17T19:30:50Z,585,,,Transaction
2534601796bb4094b569a4a7d9dc6edd,,,,,,,2021-01-08T17:51:43Z,524,,,Transaction
51c34d8f1a0e4e50915df587a3289a9b,,,,,,,2021-01-21T16:07:18Z,632,,,Transaction
351216a2bb864d648b84ac6cb973c174,,,,,,,2021-01-23T02:30:43Z,459,,,Transaction
7cbd95fb1504475fbbf60045998f7d84,,,,,,,2021-01-06T13:43:53Z,61,,,Transaction
f843ba1797e64642908226d1977a8e02,,,,,,,2021-01-13T12:23:31Z,115,,,Transaction
f38c6e154f4a45a5bd5acefed26293c6,,,,,,,2021-01-05T12:43:20Z,720,,,Transaction
09113fcc475c40078356b8782ac563f5,,,,,,,2021-01-29T09:37:45Z,89,,,Transaction
fa09f43d5e194bbf831bfeb3542b85aa,,,,,,,2021-01-25T06:28:06Z,502,,,Transaction
bd23daa68805443e968cba3bdb331b28,,,,,,,2021-01-24T00:16:46Z,862,,,Transaction
0ce17ec23de54bfdbc6514cff2ef7546,,,,,,,2021-01-27T05:14:41Z,325,,,Transaction
c5c35d81fb834db4af2dee3a9cd7a7f5,,,,,,,2021-01-22T19:28:28Z,538,,,Transaction
699688d365a4434f880bb768374e98c2,,,,,,,2021-01-22T20:08:10Z,237,,,Transaction
c67e4ad763334e658c4ea2eee455c6aa,,,,,,,2021-01-20T16:45:00Z,967,,,Transaction
8f9b3581110e4e669176b22f4b4c6ba0,,,,,,,2021-01-06T15:32:50Z,642,,,Transaction
9eb476fbb0fe42fda6ae8332eacd1312,,,,,,,2021-01-21T23:14:47Z,702,,,Transaction
e23cac3344bd42689764b79f91fccb15,,,,,,,2021-01-10T01:55:34Z,402,,,Transaction
623cc3d7735c46a59aa26127f3bee50f,,,,,,,2021-01-03T06:21:14Z,475,,,Transaction
f9b006cffea24ddc9a4d5e6ec9ee1db2,,,,,,,2021-01-16T05:48:44Z,145,,,Transaction
4f2ec13ab4c240e8a695a47d215a9b02,,,,,,,2021-01-16T03:11:46Z,645,,,Transaction
f99b433082cd40f8bbb3243da2bb610c,,,,,,,2021-01-19T11:01:07Z,370,,,Transaction
7be3fb2164f440d9bf32ec3d08172f5f,,,,,,,2021-01-24T05:43:54Z,92,,,Transaction
4e87ce30012046b697972a461b2f0297,,,,,,,2021-01-18T10:25:56Z,528,,,Transaction
f47dc92a508f49e1a8e4af0f38417737,,,,,,,2021-01-11T09:14:59Z,290,,,Transaction
03a42a9d9eb84edeaee279aaa824c578,,,,,,,2021-01-26T03:51:27Z,239,,,Transaction
cae5f6232aac4a87883b60324b24b0a6,,,,,,,2021-01-07T20:43:54Z,331,,,Transaction
a76d0a8337714b3bbb331d120ef9a49b,,,,,,,2021-01-09T18:40:49Z,680,,,Transaction
bd093de2ddad4868a82a72cdad06a4c7,,,,,,,2021-01-30T14:08:39Z,880,,,Transaction
1c46deade3044d8583814b8df5d351b7,,,,,,,2021-01-19T01:58:43Z,116,,,Transaction
3f857836d3e947a29139f21e5dfb58d4,,,,,,,2021-01-13T00:18:23Z,565,,,Transaction
4d191f418272499b82b2012dee7f9b2d,,,,,,,2021-01-22T23:09:31Z,946,,,Transaction
f1578fe946104263bbc7382a53e39d2c,,,,,,,2021-01-22T15:50:04Z,260,,,Transaction
0ca722a11130436fb7d7f7b169c43811,,,,,,,2021-01-03T07:18:52Z,257,,,Transaction
42c974197c3e4c8cae56ac75505e46ff,,,,,,,2021-01-04T05:32:09Z,718,,,Transaction
29d47f0e03e14f12a4367ac7691045c6,,,,,,,2021-01-17T15:05:28Z,156,,,Transaction
76fcf5d9d27e471aa654ff435e684f33,,,,,,,2021-01-17T21:05:48Z,680,,,Transaction
4b0993a1f767483ba407c7405e919f2d,,,,,,,2021-01-17T12:52:34Z,305,,,Transaction
d61e1d65279046c59eab27ec918e2954,,,,,,,2021-01-17T05:52:57Z,363,,,Transaction
39595d6e1ff848e6867fb842e6b542af,,,,,,,2021-01-09T00:40:34Z,676,,,Transaction
5f2c567cafa04eef87bbfe295dab74fa,,,,,,,2021-01-01T09:36:11Z,48,,,Transaction
59a4ab86372645c8a7667a9a7f7cc664,,,,,,,2021-01-16T22:51:02Z,941,,,Transaction
c84a0c611f1448cf95c147775c0282a0,,,,,,,2021-01-23T18:41:57Z,689,,,Transaction
adc8ec13021843dd8ab2fbeb4c61a42f,,,,,,,2021-01-23T03:52:01Z,157,,,Transaction
9350d579c3a84947b04c1121789708ad,,,,,,,2021-01-28T17:56:46Z,771,,,Transaction
3ea777e53f0745a49485909670fcb9d6,,,,,,,2021-01-17T07:53:42Z,391,,,Transaction
51c458b603dd421496bfcddc30a24584,,,,,,,2021-01-18T06:51:53Z,830,,,Transaction
4b1b692f443b40ce8e518f19302b03b3,,,,,,,2021-01-04T03:09:37Z,577,,,Transaction
1d84afdacbd04909b364671a9ba2f4a4,,,,,,,2021-01-28T19:27:18Z,647,,,Transaction
b4ef689b6a0249ef8efd396c3810f516,,,,,,,2021-01-07T19:57:38Z,472,,,Transaction
341535a4345340fea6f5819bfc406bab,,,,,,,2021-01-02T03:30:51Z,511,,,Transaction
f6c088523689406f8486c3aac8b41f17,,,,,,,2021-01-03T22:32:18Z,718,,,Transaction
4230be5dcba04b2f814802bf2bc483b6,,,,,,,2021-01-19T11:42:31Z,232,,,Transaction
2849725416ca4d1fb1dcd629242d4b1e,,,,,,,2021-01-03T16:01:29Z,537,,,Transaction
3d481252d3ec430081266236f1297f27,,,,,,,2021-01-28T20:13:02Z,629,,,Transaction
89e6286cfac14346a3f0081662a8237e,,,,,,,2021-01-26T06:38:01Z,42,,,Transaction
684300bb999048238688b99e0ef04b35,,,,,,,2021-01-28T03:56:10Z,539,,,Transaction
3e6a9b4888f74f1ca2fa2d6a08938478,,,,,,,2021-01-12T05:49:41Z,868,,,Transaction
d4f0ab617c394d86b3e3e44041cd3f25,,,,,,,2021-01-04T17:07:16Z,706,,,Transaction
c53078959f66423190c15a2f12b6758c,,,,,,,2021-01-08T04:54:38Z,586,,,Transaction
5898c3102139456abdebdd2a34464d01,,,,,,,2021-01-17T13:59:21Z,679,,,Transaction
14bae0bb9d7f4fbb94a7f21068648cd8,,,,,,,2021-01-06T08:17:17Z,722,,,Transaction
2f7c7c3f7bd8413990ff9f4e8a43a9f0,,,,,,,2021-01-21T10:15:15Z,468,,,Transaction
5a23a42a113647cc981a6040fa0d18a2,,,,,,,2021-01-08T00:10:23Z,253,,,Transaction
b7d4e11dbf8f46eb8d11bee9a2ebb073,,,,,,,2021-01-06T20:15:29Z,148,,,Transaction
78c53cea41ef4219832332e99f326658,,,,,,,2021-01-28T14:50:34Z,273,,,Transaction
6f38ddc64e664e3b94fbd969d25c12af,,,,,,,2021-01-23T01:27:51Z,262,,,Transaction
68b1a45aad364293b767dfdfdab81635,,,,,,,2021-01-16T06:48:42Z,43,,,Transaction
24ee64154f864408888eb497754bcac5,,,,,,,2021-01-06T02:55:12Z,430,,,Transaction
a0fecdeeca794361be3a677aeb1a732d,,,,,,,2021-01-30T11:03:34Z,294,,,Transaction
ae275378919d403fa4dad2cc875b4f29,,,,,,,2021-01-28T10:24:47Z,844,,,Transaction
64ac05439c2a4eb782d1b3181ef3d5f0,,,,,,,2021-01-10T16:08:09Z,119,,,Transaction
6c47d9e882ac4b26bfeac523b92b6f71,,,,,,,2021-01-04T12:35:48Z,651,,,Transaction
8906429bfd0540d2a0435338cd9782d2,,,,,,,2021-01-27T02:01:46Z,662,,,Transaction
6d91d19c582b4ba0be3695c82a16c8d6,,,,,,,2021-01-10T12:54:58Z,601,,,Transaction
f74a70cf5d6f49ca91098804d9ca6e00,,,,,,,2021-01-10T12:39:53Z,370,,,Transaction
68157f6b0cbe4332ab510386fa30b813,,,,,,,2021-01-31T00:13:16Z,657,,,Transaction
eb4450bf4f504021b56081332ba805ea,,,,,,,2021-01-08T00:28:36Z,903,,,Transaction
79934e5a74df4a4ca752cf4f3ee8ad05,,,,,,,2021-01-08T08:40:29Z,945,,,Transaction
e819a6f87c614a3997d8b8223c9c839d,,,,,,,2021-01-27T18:21:50Z,208,,,Transaction
f615ee012b1746ab8bef61d7cf182bbc,,,,,,,2021-01-13T02:31:53Z,244,,,Transaction
dedf3e631494479c9db625948464a47c,,,,,,,2021-01-24T19:25:42Z,772,,,Transaction
4ab87f359a0b4ceeb739d826fc5f599d,,,,,,,2021-01-06T03:27:41Z,221,,,Transaction
50f2fc1e4b224130b92494d119e90a89,,,,,,,2021-01-11T09:43:35Z,417,,,Transaction
9aeeb8f8eebd4bb1b1da5acb1c27cc90,,,,,,,2021-01-20T02:10:02Z,801,,,Transaction
6b97a403a55f495cafd81be4ae9d5c38,,,,,,,2021-01-27T13:16:36Z,478,,,Transaction
014ab43e05a54364af74af2af4c300df,,,,,,,2021-01-08T12:51:16Z,192,,,Transaction
8d8deeb796f94f5ebf7ed6c9dbf92362,,,,,,,2021-01-27T22:47:20Z,873,,,Transaction
919d4f0ac8504223b46fb91fd80fdcd9,,,,,,,2021-01-06T16:29:13Z,337,,,Transaction
4d7a960bc17b4d01a390946de1689eac,,,,,,,2021-01-21T15:45:44Z,941,,,Transaction
ac1c243a783b4ae7ada28bc58b0cc3ed,,,,,,,2021-01-11T15:22:50Z,900,,,Transaction
c1daf6650ad34517b63d0a1dfc81b4c0,,,,,,,2021-01-23T22:55:34Z,582,,,Transaction
24988fd77bd547e5803f70cbdd0e176e,,,,,,,2021-01-07T13:55:06Z,709,,,Transaction
e8201f75d18e47e2a9b318924b84d85d,,,,,,,2021-01-29T05:18:14Z,890,,,Transaction
32989d6c71b74885bb7061223a27c105,,,,,,,2021-01-18T14:35:54Z,980,,,Transaction
b6d3898666ef4e37a8af97f98cd618c6,,,,,,,2021-01-28T07:05:02Z,509,,,Transaction
177516abbe9747769967298a76685ec3,,,,,,,2021-01-21T19:47:39Z,848,,,Transaction
1b0a9f7598dc4fb19b04d6d5b0cb6ea5,,,,,,,2021-01-28T23:19:14Z,873,,,Transaction
e13386d3830c4e50a393a3bf7f83cff3,,,,,,,2021-01-28T13:24:16Z,239,,,Transaction
ee1f2a752e0f482aa872ceb2221bbb52,,,,,,,2021-01-09T20:12:27Z,984,,,Transaction
d171c3eb8ac949b8a0fd34ec7169e448,,,,,,,2021-01-15T20:36:04Z,235,,,Transaction
13516dcbf6514af2a523bce7611e5f39,,,,,,,2021-01-03T23:57:02Z,694,,,Transaction
4a93f3eee2da451c905c7466ba3f5dd4,,,,,,,2021-01-06T13:47:13Z,346,,,Transaction
15b40888fcdf4af489a959cc8e77397a,,,,,,,2021-01-08T01:30:55Z,106,,,Transaction
a7379e79914b4420ab12946805f26556,,,,,,,2021-01-06T08:15:00Z,298,,,Transaction
e723a43fc0424768b79e3a0475527d34,,,,,,,2021-01-19T12:27:47Z,828,,,Transaction
57e8fa128424443dafd5dba55d32eaef,,,,,,,2021-01-29T20:30:32Z,817,,,Transaction
959d3b41402b4eee8a1ca8890d8fad78,,,,,,,2021-01-13T08:55:26Z,63,,,Transaction
fae6fdfb659547c4b29c37c62870a589,,,,,,,2021-01-03T01:55:01Z,278,,,Transaction
f445e1f3919b4f73ad31d861991d200b,,,,,,,2021-01-01T08:51:38Z,713,,,Transaction
cbf62771dcd647bb85902193f5834db7,,,,,,,2021-01-24T10:12:40Z,309,,,Transaction
455182b0b055464ca9e647ffdabea011,,,,,,,2021-01-09T04:04:06Z,87,,,Transaction
7f67d9c8d4d642f497d4d1a4b917675b,,,,,,,2021-01-16T12:09:10Z,392,,,Transaction
52a9a7d20eb242adabb55e8bf6e393f3,,,,,,,2021-01-22T02:43:09Z,389,,,Transaction
8cddc6eaf2474008983de80291911fb9,,,,,,,2021-01-21T03:31:59Z,445,,,Transaction
e698514d5c054deca0fa4f2ed1d81e8b,,,,,,,2021-01-29T09:57:11Z,262,,,Transaction
14304c52f71a4cf78905e90c0de94711,,,,,,,2021-01-11T17:19:06Z,249,,,Transaction
c6006996bcaa4b70a21510cf442a6a30,,,,,,,2021-01-19T17:47:11Z,333,,,Transaction
f4ac48418e2448e695c83e69c1286bb1,,,,,,,2021-01-25T20:01:20Z,935,,,Transaction
4ace13ecc9ca4f3fac90e280de9f4d3e,,,,,,,2021-01-10T01:38:11Z,152,,,Transaction
c46f65f2a85a452e9b6c6afcffc4337c,,,,,,,2021-01-15T19:21:45Z,733,,,Transaction
b72878180ed949d4a4480bc23c2af238,,,,,,,2021-01-27T11:12:52Z,108,,,Transaction
88c95598c1d74181bc83ad12517ca258,,,,,,,2021-01-17T09:40:54Z,636,,,Transaction
977af05d10744ad8904cdfa8b2d26b24,,,,,,,2021-01-27T23:16:04Z,927,,,Transaction
9ad0ad193bad42588cfbea834936dcc5,,,,,,,2021-01-25T03:05:10Z,223,,,Transaction
2f2cd0f5469b43bc84a94ca688a0f103,,,,,,,2021-01-09T09:02:28Z,543,,,Transaction
aa7ad055340b41a8a764340c3d74780d,,,,,,,2021-01-02T19:07:54Z,414,,,Transaction
280de1ea1b604947929e3a64aa73ae32,,,,,,,2021-01-25T18:18:49Z,770,,,Transaction
d9224d5a627e48e0a6dba84728755d11,,,,,,,2021-01-23T00:18:09Z,460,,,Transaction
93daf69e854d4cc6962533bcb056ba9b,,,,,,,2021-01-29T12:54:00Z,449,,,Transaction
e1533e5f091742ff9fca6f726f29f33d,,,,,,,2021-01-29T22:48:26Z,292,,,Transaction
343612f928f049b0bd6d7d3fe503820a,,,,,,,2021-01-30T03:19:11Z,59,,,Transaction
509e5db6ed1041a78206fb33e7eb096c,,,,,,,2021-01-08T21:29:37Z,763,,,Transaction
eb43a317df46438db6c3603aa270fb46,,,,,,,2021-01-27T19:02:17Z,53,,,Transaction
2d9d7803ad534bcc825e979e81c27a7d,,,,,,,2021-01-14T05:24:52Z,314,,,Transaction
363f277aa589410a83a3cc77d254ad19,,,,,,,2021-01-23T18:04:25Z,967,,,Transaction
affcc1c400174f94a1aa2f12c5cd209f,,,,,,,2021-01-05T21:12:34Z,969,,,Transaction
f32c13e0ffea4c7eab602c68f4337951,,,,,,,2021-01-03T17:22:24Z,647,,,Transaction
2bcd5bf66fe249468720c7340aa206f2,,,,,,,2021-01-23T02:01:49Z,460,,,Transaction
1dc4edb844f14e7b90cc254e05188826,,,,,,,2021-01-30T07:31:33Z,306,,,Transaction
60ed790c96eb49e09cb748155c8c940e,,,,,,,2021-01-02T14:55:48Z,322,,,Transaction
4963ff8c826240119f141fc9e62bd148,,,,,,,2021-01-20T11:51:27Z,851,,,Transaction
